0.34856063	0.31302357	0.34428924	-0.3157562	0.29276735	-0.38209465	-0.27656037	0.34603766	-0.2724186	0.36163592	0.3098498	-0.34336498	-0.32987526	-0.35648	-0.34169325	-0.3602127
0.5700401	0.5574118	0.5052078	-0.5209317	0.4734988	-0.5641801	-0.53324044	0.5785916	-0.56700677	0.49491474	0.5972833	-0.57838434	-0.5465034	-0.5164602	-0.5381399	-0.5407563
0.0037460662	0.06228456	-0.019836033	-0.06660047	-0.008495862	-0.01644791	-0.012466262	-0.020742266	0.014502556	0.0584964	0.015726171	0.010300919	-0.0028745339	-0.006124272	0.024900958	0.028616205
-0.35259372	-0.29069203	-0.32482788	0.33442625	-0.32060128	0.32329607	0.38593948	-0.32101595	0.30186123	-0.34214482	-0.37631714	0.311721	0.38631696	0.39073014	0.39600775	0.39012975
-0.2375474	-0.2682832	-0.2442311	0.29314634	-0.24573272	0.24606544	0.27334458	-0.30618912	0.23208067	-0.28316194	-0.23393254	0.2662698	0.27306214	0.28474468	0.27083972	0.23127168
1.7496719	1.7042884	1.6598235	-1.8377286	1.7534388	-1.8699342	-1.71971	1.7653975	-1.7175845	1.7084022	1.8489505	-1.7799027	-1.673068	-1.8313311	-1.7907968	-1.8517272
0.66548693	0.57938796	0.6605402	-0.65942574	0.64593196	-0.6970953	-0.6993111	0.6447378	-0.6022769	0.66582173	0.67609817	-0.6272482	-0.68853325	-0.71720415	-0.63012654	-0.6485498
0.24032727	0.2849396	0.27289	-0.30549514	0.2265959	-0.3188512	-0.24844973	0.33199477	-0.2749613	0.28341594	0.28018367	-0.32233077	-0.30746016	-0.2977853	-0.30194685	-0.28955683
0.23165531	0.15378922	0.21062565	-0.24763423	0.16743508	-0.20322922	-0.19713348	0.14036445	-0.12968172	0.21087264	0.16709837	-0.17262353	-0.12867026	-0.14275122	-0.15506034	-0.15070157
-0.74775773	-0.6971433	-0.7479992	0.8048996	-0.7053996	0.77384317	0.763464	-0.76683015	0.81674355	-0.7364668	-0.80408174	0.8272834	0.81077147	0.8398557	0.8194433	0.7965216
0.03669726	0.011022177	0.0012939307	0.038536105	-0.012928024	0.01447572	0.042157497	-0.04086326	0.024342941	0.029480083	0.04525929	0.010882441	0.013931729	-0.05501286	-0.0076360595	0.0070884423
-0.1572581	-0.15444535	-0.1706188	0.22474961	-0.13290025	0.21670714	0.24902493	-0.15671134	0.20826219	-0.21375217	-0.25097328	0.1860349	0.17394134	0.20765468	0.19449829	0.23879564
-0.19810031	-0.17896281	-0.17221564	0.2795303	-0.23966211	0.20274514	0.19915162	-0.27348506	0.2414793	-0.27199525	-0.24824283	0.27367157	0.1872186	0.23970218	0.2047886	0.23627475
